timestamp,temp,pressure,vibration,label
2026-02-06 10:09:55,47.972,1.0372,0.0315,normal
2026-02-06 10:10:55,48.238,1.0053,0.034,normal
2026-02-06 10:11:55,48.706,1.0376,0.0289,normal
2026-02-06 10:12:55,45.481,1.0172,0.0337,normal
2026-02-06 10:13:55,47.629,1.0118,0.0257,normal
2026-02-06 10:14:55,48.093,1.0274,0.0254,normal
2026-02-06 10:15:55,48.542,1.0168,0.0218,normal
2026-02-06 10:16:55,48.077,1.0119,0.0204,normal
2026-02-06 10:17:55,46.248,1.0169,0.0327,normal
2026-02-06 10:18:55,47.618,1.0425,0.0248,normal
2026-02-06 10:19:55,48.253,1.0283,0.0306,normal
2026-02-06 10:20:55,47.953,1.0302,0.0366,normal
2026-02-06 10:21:55,48.491,1.0292,0.0181,normal
2026-02-06 10:22:55,47.16,1.0178,0.0291,normal
2026-02-06 10:23:55,46.667,1.1094,0.0282,abnormal
2026-02-06 10:24:55,46.252,1.0265,0.0267,normal
2026-02-06 10:25:55,48.312,,0.033,normal
2026-02-06 10:26:55,57.7,1.0372,0.0344,abnormal
2026-02-06 10:27:55,42.043,0.9976,0.0402,abnormal
2026-02-06 10:28:55,47.613,1.0107,0.0288,normal
2026-02-06 10:29:55,46.94,0.9209,0.0352,abnormal
2026-02-06 10:30:55,48.038,1.0244,0.024,normal
2026-02-06 10:31:55,47.86,1.0191,0.0224,normal
2026-02-06 10:32:55,46.347,1.0225,0.0359,normal
2026-02-06 10:33:55,45.789,1.0272,0.0311,normal
2026-02-06 10:34:55,41.644,1.016,0.0197,abnormal
2026-02-06 10:35:55,46.837,1.0195,0.0284,normal
2026-02-06 10:36:55,48.362,1.0112,0.0222,normal
2026-02-06 10:37:55,46.721,1.0026,0.0309,normal
2026-02-06 10:38:55,48.082,1.0159,0.0202,normal
2026-02-06 10:39:55,46.6,0.9223,,abnormal
2026-02-06 10:40:55,48.033,1.0172,0.0266,normal
2026-02-06 10:41:55,47.257,1.024,0.0336,normal
2026-02-06 10:42:55,46.28,1.0371,0.028,normal
2026-02-06 10:43:55,47.947,1.0146,0.029,normal
2026-02-06 10:44:55,47.419,1.0005,,normal
2026-02-06 10:45:55,47.502,1.0085,0.0327,normal
2026-02-06 10:46:55,47.487,1.0221,0.0299,normal
2026-02-06 10:47:55,47.744,1.033,0.0232,normal
2026-02-06 10:48:55,45.688,0.927,0.0257,abnormal
2026-02-06 10:49:55,36.898,1.028,0.0237,abnormal
2026-02-06 10:50:55,48.004,1.0137,0.0245,normal
2026-02-06 10:51:55,40.023,1.0299,0.0375,abnormal
2026-02-06 10:52:55,46.802,1.0111,0.029,normal
2026-02-06 10:53:55,,1.0306,0.022,normal
2026-02-06 10:54:55,,1.0223,0.0315,normal
2026-02-06 10:55:55,59.736,1.0334,0.0366,abnormal
2026-02-06 10:56:55,47.784,1.0303,0.0302,normal
2026-02-06 10:57:55,47.26,1.0084,,normal
2026-02-06 10:58:55,45.952,1.0147,0.0305,normal
2026-02-06 10:59:55,46.845,1.019,0.0335,normal
2026-02-06 11:00:55,47.653,1.0287,0.0221,normal
2026-02-06 11:01:55,46.706,1.0267,0.0339,normal
2026-02-06 11:02:55,47.226,1.0213,0.019,normal
2026-02-06 11:03:55,,1.0321,0.0279,normal
2026-02-06 11:04:55,47.957,1.0289,0.0336,normal
2026-02-06 11:05:55,47.865,1.0168,0.0187,normal
2026-02-06 11:06:55,47.671,1.0171,0.0406,normal
2026-02-06 11:07:55,47.117,1.012,0.0323,normal
2026-02-06 11:08:55,57.535,1.0097,0.0354,abnormal
2026-02-06 11:09:55,46.291,1.0346,0.0278,normal
2026-02-06 11:10:55,48.371,1.0179,0.0297,normal
2026-02-06 11:11:55,47.717,1.0126,0.0362,normal
2026-02-06 11:12:55,47.022,1.0063,0.0361,normal
2026-02-06 11:13:55,48.103,1.0178,0.0191,normal
2026-02-06 11:14:55,49.437,1.0134,0.0301,normal
2026-02-06 11:15:55,47.659,1.0345,0.02,normal
2026-02-06 11:16:55,,1.028,0.0342,normal
2026-02-06 11:17:55,49.227,1.0233,0.1159,abnormal
2026-02-06 11:18:55,47.504,1.0203,0.0283,normal
2026-02-06 11:19:55,48.636,1.0334,0.0415,normal
2026-02-06 11:20:55,46.622,1.037,0.0307,normal
2026-02-06 11:21:55,47.305,1.0409,0.0259,normal
2026-02-06 11:22:55,45.99,1.009,0.0322,normal
2026-02-06 11:23:55,47.007,1.0068,0.0336,normal
2026-02-06 11:24:55,47.579,1.0332,0.0208,normal
2026-02-06 11:25:55,47.926,1.0088,0.0324,normal
2026-02-06 11:26:55,45.974,1.0308,0.0288,normal
2026-02-06 11:27:55,48.206,1.027,0.031,normal
2026-02-06 11:28:55,46.868,1.1465,0.0377,abnormal
2026-02-06 11:29:55,47.558,1.0072,0.0831,abnormal
2026-02-06 11:30:55,47.065,1.0078,0.0276,normal
2026-02-06 11:31:55,47.505,1.0199,0.0326,normal
2026-02-06 11:32:55,47.546,1.0105,0.1365,abnormal
2026-02-06 11:33:55,47.551,1.0156,0.0283,normal
2026-02-06 11:34:55,47.383,1.0108,,normal
2026-02-06 11:35:55,36.986,1.0213,0.0327,abnormal
2026-02-06 11:36:55,47.455,1.0128,0.0356,normal
2026-02-06 11:37:55,47.975,1.0195,0.0376,normal
2026-02-06 11:38:55,46.31,,0.0334,normal
2026-02-06 11:39:55,47.281,1.0213,0.0339,normal
2026-02-06 11:40:55,48.345,1.0128,0.0248,normal
